1998,7601594.100000001
1999,8001563.1
2000,8650325.3
2001,9001838.700000001
2002,9155662.899999999
2003,9480901.000000002
2005,10593946.3
2006,11372589.200000001
2007,12002204.0
2008,12438527.100000001
2009,12051307.600000001
2010,12541994.9
2011,13315477.799999999
