,Year,Other Loans,Credit Cards,Real Estate,Total Past Due
10,1998,3.721264837795296,-2.5202418795987067,8.00050500224941,4.212043303485273
11,1999,1.3576578565261315,-7.480780365416072,12.211458515638379,-4.111576203024298
12,2000,3.1316961987028926,17.62309221677258,10.750427542245786,19.450052892200016
13,2001,1.6412776150732795,6.924287992798418,7.475197559186826,12.840591682016663
14,2002,7.541138780641162,17.852378613997576,14.879890033406895,-5.1848176589424595
15,2003,7.003845558591297,12.641406404424197,9.75449744278116,-2.997103921546483
16,2004,2.849272076729433,16.31040195837159,15.500822214334043,-6.422328653116242
