,Year,Other Loans,Credit Cards,Real Estate,Total Past Due
0,1988,5.007182375132198,13.92155291860577,12.459866392496005,1.5212201257359277
1,1989,3.5386036748311698,12.14841279148703,12.771076282754878,16.70098834435777
2,1990,-0.17608139512855112,1.4788264078997606,8.77237279727717,20.755712161585972
3,1991,-5.987261304289956,4.230446710833421,2.6741565648291705,-9.466681095283668
4,1992,-1.2832135928962485,-1.9485985623286306,1.930413262497565,-17.607901385632527
5,1993,6.568653042431541,13.226689922016307,6.16015480739069,-17.074797329588865
